Institution Name,Region,Institution Type,Country,Fiscal Year,Sub-Type
"TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA, NY",Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
TRUE NORTH PARTNERS LLC,Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
TD Treasury,Americas,Banks/Bank Treasuries/Corporates,USD,FY19,Bank Treasuries
Vanguard Group Index Fund,Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
Volksbank Wien Baden,Europe,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
TD Treasury,Americas,Banks/Bank Treasuries/Corporates,USD,FY19,Bank Treasuries
Wells X2 - LJ wells,Americas,Asset Managers/Insurance/Pension Funds,USD,FY17,
Wells X3- San Mateo County,Americas,Central Banks / Official Institutions,USD,FY17,
BNZ BS,Domestic,Banks,,,
Allianz SG,Asia,Asset Manager,,,
Australia and New Zealand Banking Group (ANZ),Domestic,Banks,,,
Australia and New Zealand Banking Group (ANZ),Domestic,Asset Manager,,,
THURGAUER KANTONALBANK                  ,Europe,Asset Manager,,,
SMBC NIKKO                                                      ,Japan,Asset Manager,,,
Delaware,America,Asset Manager,,,
Australia and New Zealand Banking Group (ANZ),Domestic,Asset Manager,,,
ASB BS,Domestic,Banks,,,
Bank of China HK,Asia,Banks,,,
Bank Vontobel Zurich,Europe,Banks,,,
BNZ Trading,Domestic,Asset Manager,,,
Co-op Bank,Domestic,Banks,,,
Kiwibank,Domestic,Banks,,,
BT,Domestic,Asset Manager,,,
Csuisse AG wealth management,Europe,Asset Manager,,,
DBS bank,Asia,Banks,,,
EPF,Asia,Pension / Insurance,,,
Julius Baer Bank,Europe,Asset Manager,,,
KIC (korea Investment Corporation),Asia,Asset Manager,,,
Lombard bank,Europe,Banks,,,
MUKAM,Japan,Asset Manager,,,
RGA investment,America,Asset Manager,,,
TD Trading,Domestic,Asset Manager,,,
Nikko AM,Japan,Asset Manager,,,
Meiji Yasuda AM                              ,Japan,Asset Manager,,,
"Vaudoise Generale
Compaigne DAssurance                ",Europe,Pension / Insurance,,,
Neuberger Berman   ,Europe,Asset Manager,,,
Fubon Bank,Asia,Banks,,,
TIAA,America,Asset Manager,,,
TSB,Europe,Banks,,,
Vanguard,America,Asset Manager,,,
Westpac,Domestic,Banks,,,
AGRICULTURAL BANK OF CHINA       .,Asia,Bank Treasuries / Banks / Corporates,USD,FY18,Bank Treasuries
ALLIANCEBERNSTEIN LIMITED   .,Europe,Asset Managers / Pension / Insuranc,USD,FY18,
ALLIANCEBERNSTEIN LIMITED   .,Europe,Asset Managers / Pension / Insuranc,USD,FY18,
ALLIANZ GLOBAL INVESTORS GMBH,Europe,Asset Managers / Pension / Insuranc,USD,FY18,
ARCH CAP GRP LTD,US,Asset Managers / Pension / Insuranc,USD,FY18,
BANCO CENTRAL DE RESERVA DEL PERU   .,Non-US Americas,Central Banks / Official Institutions,USD,FY18,
BANCO DE MEXICO     .,Non-US Americas,Central Banks / Official Institutions,USD,FY18,
BANK INDONESIA     .,Asia,Central Banks / Official Institutions,USD,FY18,
BANK LEUMI LE-ISRAEL BM  .,Middle East and Africa,Bank Treasuries / Banks / Corporates,USD,FY18,Bank Treasuries
BANK OF KOREA-NEW YORK,Asia,Central Banks / Official Institutions,USD,FY18,
BANK OF NAMIBIA,Middle East and Africa,Central Banks / Official Institutions,USD,FY18,
BANK SARASIN & CO LTD,Europe,Bank Treasuries / Banks / Corporates,USD,FY18,Bank Treasuries
BANKHAUS LAMPE KG     .,Europe,Bank Treasuries / Banks / Corporates,USD,FY18,Bank Treasuries
BANKHAUS LAMPE KG     .,Europe,Bank Treasuries / Banks / Corporates,USD,FY18,Bank Treasuries
BANQUE ET CAISSE DEPARGNE DE LETAT    .,Europe,Bank Treasuries / Banks / Corporates,USD,FY18,Bank Treasuries
BLACKROCK ADVISORS LLC (AS AGENT) .,US,Asset Managers / Pension / Insuranc,USD,FY18,
BMO X 1 - State of Washington ,US,Central Banks / Official Institutions,USD,FY18,Public
BMO X 2 -Chandler Ams,US,Asset Managers / Pension / Insuranc,USD,FY18,
CANTOR FITZGERALD,US,Asset Managers / Pension / Insuranc,USD,FY18,
CASTLEOAK X 1 - Wells Fargo AM,US,Asset Managers / Pension / Insuranc,USD,FY18,
CASTLEOAK X 2 - Duke endowment,US,Asset Managers / Pension / Insuranc,USD,FY18,
CB Dominica,Non-US Americas,Central Banks / Official Institutions,USD,FY18,
CENTRAL BANK OF FINLAND,Europe,Central Banks / Official Institutions,USD,FY18,
City and County of San Francisco,US,Central Banks / Official Institutions,USD,FY18,Public
CITYPOINT CAPITAL MANAGEMENT,US,Asset Managers / Pension / Insuranc,USD,FY18,
CONNING AND COMPANY   .,US,Asset Managers / Pension / Insuranc,USD,FY18,
COUNTY OF SAN BERNARDINO   .,US,Central Banks / Official Institutions,USD,FY18,Public
CROWN AGENTS INVESTMENT MANAGEMENT LTD,Europe,Asset Managers / Pension / Insuranc,USD,FY18,
DELPHI ASSET MANAGEMENT CORP USA aka Oracle Tech Co.,US,Bank Treasuries / Banks / Corporates,USD,FY18,New US Corporate
DONNER & REUSCHEL ASSET MANAGEMENT   .,Europe,Asset Managers / Pension / Insuranc,USD,FY18,
ELEMENT CAPITAL MASTER FUND LIMITED,US,Asset Managers / Pension / Insuranc,USD,FY18,
FIL INVESTMENT ADVISORS (UK) LIMITED,Europe,Asset Managers / Pension / Insuranc,USD,FY18,
TD X2 -CapitalOne,Americas,Banks / Corporates,USD,FY17,Bank Treasuries
TD X3 -TD London -liquidity book,Americas,Banks / Corporates,USD,FY17,Bank Treasuries
GOLDMAN SACHS PRIVATE BANK UK   .,Europe,Bank Treasuries / Banks / Corporates,USD,FY18,Bank
GSAM          .,US,Asset Managers / Pension / Insuranc,USD,FY18,
HER MAJESTY THE QUEEN IN RIGHT OF CANADA,Non-US Americas,Central Banks / Official Institutions,USD,FY18,
HIGHLAND CAPITAL MANAGEMENT CORPORATION (AS AGT),US,Asset Managers / Pension / Insuranc,USD,FY18,
INDUSTRIAL & COMMERCIAL BANK OF CHINA LIMITED,Asia,Bank Treasuries / Banks / Corporates,USD,FY18,Bank Treasuries
JPMORGAN ASSET MANAGEMENT (UK) LIMITED .,Europe,Asset Managers / Pension / Insuranc,USD,FY18,
King County Washington - BEAR PCS,US,Central Banks / Official Institutions,USD,FY18,Public
KOREA INVESTMENT CORPORATION       .,Asia,Asset Managers / Pension / Insuranc,USD,FY18,
KUWAIT INVESTMENT OFFICE - UK,Middle East and Africa,Asset Managers / Pension / Insuranc,USD,FY18,
LEGAL & GENERAL ASSURANCE SOCIETY LIMITED,Europe,Asset Managers / Pension / Insuranc,USD,FY18,
LOMBARD ODIER ASSET MANAGEMENT (SWITZERLAND) SA    .,Europe,Central Banks / Official Institutions,USD,FY18,
MERCK & CO INC,US,Bank Treasuries / Banks / Corporates,USD,FY18,
NARODOWY BANK POLSKI   .,Europe,Central Banks / Official Institutions,USD,FY18,
NATIONAL BANK OF SERBIA    .,Europe,Central Banks / Official Institutions,USD,FY18,
NEUBERGER BERMAN LLC-DTC 352,US,Asset Managers / Pension / Insuranc,USD,FY18,
P.R.P. Performa AG,Europe,Bank Treasuries / Banks / Corporates,USD,FY18,
PAYDEN & RYGEL (AS AGT),US,Asset Managers / Pension / Insuranc,USD,FY18,
PEOPLE'S BANK OF CHINA,Asia,Central Banks / Official Institutions,USD,FY18,
PFM  ASSET MANAGEMENT LLC (AS AGENT),US,Asset Managers / Pension / Insuranc,USD,FY18,
RESONA BANK LIMITED,Asia,Bank Treasuries / Banks / Corporates,USD,FY18,Bank Treasuries
San Diego County - BEAR PCS,US,Central Banks / Official Institutions,USD,FY18,Public
SAUDI ARABIAN MONETARY AGENCY,Middle East and Africa,Central Banks / Official Institutions,USD,FY18,
STATE STREET GLOBAL ADVISORS(AS AGENT),US,Asset Managers / Pension / Insuranc,USD,FY18,
SWISS INVESTMENT CORPORATION LIMITED   .,Europe,Asset Managers / Pension / Insuranc,USD,FY18,
SWISS NATIONAL BANK                .,Europe,Central Banks / Official Institutions,USD,FY18,
Swisscanto Invest (ZKB AM),Europe,Asset Managers / Pension / Insuranc,USD,FY18,
TEACHERS   .,US,Asset Managers / Pension / Insuranc,USD,FY18,Public
TRAVELERS COMPANIES INC    .,US,Asset Managers / Pension / Insuranc,USD,FY18,
"True North Partners, LLC",US,Asset Managers / Pension / Insuranc,USD,FY18,
UBS AG PRIVATE BANK    .,Europe,Bank Treasuries / Banks / Corporates,USD,FY18,Bank Treasuries
UBS GLOBAL ASSET MANAGEMENT AMERICAS INC (AS AGENT),US,Asset Managers / Pension / Insuranc,USD,FY18,
VANGUARD              .,US,Asset Managers / Pension / Insuranc,USD,FY18,
VERWALTUNGS-UND PRIVATBANK AG,Europe,Bank Treasuries / Banks / Corporates,USD,FY18,Bank Treasuries
The Toronto Dominion Bank,Americas,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
WELLS FARGO X 2 - Denver Colorado Public Trust Advisor,US,Central Banks / Official Institutions,USD,FY18,Public
WELLS FARGO X 3 - LJ Wells,US,Asset Managers / Pension / Insuranc,USD,FY18,Corporate
WELLS FARGO X 4 - County of San Mateo,US,Central Banks / Official Institutions,USD,FY18,Govt
WELLS FARGO X 5 -CB Bahama,Non-US Americas,Central Banks / Official Institutions,USD,FY18,
"WELLS FARGO X 6 -King County, Washington",US,Central Banks / Official Institutions,USD,FY18,Govt
WELLS FARGO X 7 -Citi Point,US,Asset Managers / Pension / Insuranc,USD,FY18,
BoAML account 1 -Whartom,US,Asset Managers / Pension / Insuranc,USD,FY18,
BoAML ACCOUNT    2 - Carribean Dev Bank,Non-US Americas,Central Banks / Official Institutions,USD,FY18,
BoA ACCOUNT      3 -CB Philippines,Asia,Central Banks / Official Institutions,USD,FY18,
TD X ACCOUNT   - National Bank Financial Treasury.,Non-US Americas,Bank Treasuries / Banks / Corporates,USD,FY18,Bank Treasuries
TD ACCOUNT   2 -CB Philippines,Asia,Central Banks / Official Institutions,USD,FY18,
Citi Account 1 - CB Bangledesh ,Asia,Central Banks / Official Institutions,USD,FY18,
Citi X ACCOUNT    -CB Ghana,Middle East and Africa,Central Banks / Official Institutions,USD,FY18,
JPM ACC X1 - CB Philippines,Asia,Central Banks / Official Institutions,USD,FY18,
JPM ACC X2   - XXX,Asia,Central Banks / Official Institutions,USD,FY18,
JPM ACC X3 -CB Azerbaijan,Asia,Central Banks / Official Institutions,USD,FY18,
Deutsche Bundesbank (GY),Europe,Central Banks / Official Institutions,USD,FY17,
Intesa Sanpaolo SPA (NY),Europe,Banks / Bank Treasuries / Corporates,USD,FY17,Bank Treasuries
INCAP X2 - Great Pacific,Americas,Asset Managers/Pension/Insurance,USD,FY17,
INCAP X1 - Vining Sparks,Americas,Asset Managers/Pension/Insurance,USD,FY17,
CastleOak X1 -Verona Retirement ,Americas,Asset Managers/Pension/Insurance,USD,FY17,
DB PW - trading book,Europe,Banks / Bank Treasuries / Corporates,USD,FY17,Bank
CastleOak X3 -State of Illinois,Americas,Central Banks / Official Institutions,USD,FY17,
CastleOak X4 - New york State Retirement,Americas,Asset Managers/Pension/Insurance,USD,FY17,
TORONTO DOMINION BANK (THE),Americas,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
"BMO X4-SG Hambros – Bank Treasury, UK",Europe,Banks / Bank Treasuries / Corporates,USD,FY17,Bank Treasuries
DB Account X2 _Magna Capital,Europe,Asset Managers/Pension/Insurance,USD,FY17,
CastleOak X2 - Freddie Mac,Americas,Central Banks / Official Institutions,USD,FY17,
NOM X2 -CB Belgium,Europe,Central Banks / Official Institutions,USD,FY17,
"True North Partners, LLC",Americas,Asset Managers/Pension/Insurance,USD,FY17,
NOM X1 -Yokohama Bank ,Asia,Banks / Bank Treasuries / Corporates,USD,FY17,Bank Treasuries
Israel Discount Bank,Middle East & Africa,Banks / Bank Treasuries / Corporates,USD,FY17,Bank
First International Bank of Israel,Middle East & Africa,Banks / Bank Treasuries / Corporates,USD,FY17,Bank
KBC Bank NV,Asia,Asset Managers/Pension/Insurance,USD,FY17,
Mariner Investment Group  LLC,Americas,Asset Managers/Pension/Insurance,USD,FY17,
Element Capital Management LLC,Americas,Asset Managers/Pension/Insurance,USD,FY17,
RBC X 2 -XXX,Asia,Central Banks / Official Institutions,USD,FY17,
Millennium Partners,Europe,Asset Managers/Pension/Insurance,USD,FY17,
KLS Diversified,Americas,Asset Managers/Pension/Insurance,USD,FY17,
CITI X 1-XXX,Asia,Central Banks / Official Institutions,USD,FY17,
Donner Bank,Europe,Banks / Bank Treasuries / Corporates,USD,FY17,Bank
JPM ACC X1 -XXX,Asia,Central Banks / Official Institutions,USD,FY17,
RBC X1 -Merion Stockbrokers out of Dublin,Europe,Asset Managers/Pension/Insurance,USD,FY17,
UBS,Americas,Banks / Corporates,USD,FY14,Bank Treasuries
Schweizerische National Bank,Europe,Central Banks / Official Institutions,USD,FY17,
Banque Degroof Luxembourg,Europe,Banks / Bank Treasuries / Corporates,USD,FY17,Bank
State of Washington Treasurer,Americas,Central Banks / Official Institutions,USD,FY17,
UBS,Americas,Banks / Corporates,USD,FY10,Bank Treasuries
PSP - Canada public pension,Americas,Asset Managers/Pension/Insurance,USD,FY17,
Capital Research Global,Americas,Asset Managers/Pension/Insurance,USD,FY17,
Fidelity Management & Research,Americas,Asset Managers/Pension/Insurance,USD,FY17,
UBS Bank London,Europe,Banks / Bank Treasuries / Corporates,USD,FY17,Bank Treasuries
DIAM Co Ltd,Asia,Asset Managers/Pension/Insurance,USD,FY17,
Banque Degroof Luxembourg,Europe,Banks / Bank Treasuries / Corporates,USD,FY17,Bank
New York State Teachers,Americas,Asset Managers/Pension/Insurance,USD,FY17,
UBS AG,Europe,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
UBS AG - Stamford,Americas,Banks / Bank Treasuries / Corporates,USD,FY15,Bank Treasuries
PNC Capital Advisors LLC,Americas,Asset Managers/Pension/Insurance,USD,FY17,
"UBS AG (FORMER SBC), NEW YORK BRANCH",Americas,Banks / Bank Treasuries / Corporates,USD,FY16,Bank Treasuries
Northern Trust,Americas,Asset Managers/Pension/Insurance,USD,FY17,
Bank of Korea,Asia,Central Banks / Official Institutions,USD,FY17,
Export Development Corporation of Canada,Americas,Central Banks / Official Institutions,USD,FY17,
Neuberger & Berman,Americas,Asset Managers/Pension/Insurance,USD,FY17,
Travelers Companies Inc,Americas,Asset Managers/Pension/Insurance,USD,FY17,
Bank of Canada,Americas,Central Banks / Official Institutions,USD,FY17,
"UBS AG,NY",Americas,Banks/Bank Treasuries/Corporates,USD,FY17,Bank Treasuries
Banco Central De Costa Rica,Americas,Central Banks / Official Institutions,USD,FY17,
Bank of Korea,Asia,Central Banks / Official Institutions,USD,FY17,
Bank Negara Malaysia,Asia,Central Banks / Official Institutions,USD,FY17,
Korea Investment Corporation,Asia,Central Banks / Official Institutions,USD,FY17,
Bank Indonesia,Asia,Central Banks / Official Institutions,USD,FY17,
Suomen Pankki,Europe,Central Banks / Official Institutions,USD,FY17,
UBS Zurich,Europe,Banks / Bank Treasuries / Corporates,USD,FY17,Bank
Lloyds Bank PLC,Europe,Banks / Bank Treasuries / Corporates,USD,FY17,Bank Treasuries
BNP Discretionary Portfolio Management,Europe,Banks / Bank Treasuries / Corporates,USD,FY17,Bank
Banque Syz,Europe,Banks / Bank Treasuries / Corporates,USD,FY17,Bank Treasuries
LGT PB,Asia,Banks / Bank Treasuries / Corporates,USD,FY17,Bank Treasuries
HSBC Bank USA,Europe,Banks / Bank Treasuries / Corporates,USD,FY17,Bank Treasuries
R + V Versicherung AG,Europe,Asset Managers/Pension/Insurance,USD,FY17,
Talanx Asset Management GMBH,Europe,Asset Managers/Pension/Insurance,USD,FY17,
SAFE (State Admin of For EX),Asia,Central Banks / Official Institutions,USD,FY17,
CB Eesti Pank,Europe,Central Banks / Official Institutions,USD,FY17,
Stuttgarter Versicherung,Europe,Asset Managers/Pension/Insurance,USD,FY17,
Standard Chartered Bank,Europe,Banks / Bank Treasuries / Corporates,USD,FY17,Bank
BSI PB SG,Asia,Banks / Bank Treasuries / Corporates,USD,FY17,Bank Treasuries
Ceska Narodni Banka,Europe,Central Banks / Official Institutions,USD,FY17,
Pictet & Cie PB Geneva,Europe,Banks / Bank Treasuries / Corporates,USD,FY17,Bank
United Overseas Bank SGP,Asia,Banks / Bank Treasuries / Corporates,USD,FY17,Bank Treasuries
Helvetia-Patria Vers Holding,Europe,Asset Managers/Pension/Insurance,USD,FY17,
Hang Seng Bank Ltd,Asia,Banks / Bank Treasuries / Corporates,USD,FY17,Bank Treasuries
Vanguard Funds Group,Americas,Asset Managers/Pension/Insurance,USD,FY17,
AGRICULTURAL BANK OF CHINA,Asia,Banks / Bank Treasuries / Corporates,USD,FY18,Bank Treasuries
AP2 SECOND SWEDISH NATIONAL PENSION FUND,Europe,Asset Managers / Pension / Insurance,USD,FY18,
BANCA IMI,Europe,Banks / Bank Treasuries / Corporates,USD,FY18,Bank Treasuries
BANCA PROFILO SPA,Europe,Banks / Bank Treasuries / Corporates,USD,FY18,Bank Treasuries
BANCO DE ESPANA,Europe,Central Banks / Official Institutions,USD,FY18,
BANK OF CHINA HONG KONG LIMITED,Asia,Banks / Bank Treasuries / Corporates,USD,FY18,Bank Treasuries
BANK OF KOREA,Asia,Central Banks / Official Institutions,USD,FY18,
BANK OF LATVIA,Europe,Central Banks / Official Institutions,USD,FY18,
BANKHAUS LAMPE KG,Europe,Banks / Bank Treasuries / Corporates,USD,FY18,Bank Treasuries
BANQUE DE FRANCE (BDF),Europe,Central Banks / Official Institutions,USD,FY18,
BANQUE NATIONALE DE BELGIQUE SA,Europe,Central Banks / Official Institutions,USD,FY18,
BANQUE PROFIL DE GESTION - AKA SBP,Europe,Banks / Bank Treasuries / Corporates,USD,FY18,Bank Treasuries
BDF GESTION,Europe,Asset Managers / Pension / Insurance,USD,FY18,
BLACKROCK (NY/NJ),Americas,Asset Managers / Pension / Insurance,USD,FY18,Asset Manager
BNP PARIBAS SA,Europe,Banks / Bank Treasuries / Corporates,USD,FY18,Bank Treasuries
CBI-UBP INTERNATIONAL LIMITED,Europe,Asset Managers / Pension / Insurance,USD,FY18,
CENTRAL BANK OF THE REPUBLIC OF CHINA,Asia,Central Banks / Official Institutions,USD,FY18,
COLORADO PERA,Americas,Central Banks / Official Institutions,USD,FY18,Govt Pension
CREDIT SUISSE,Europe,Banks / Bank Treasuries / Corporates,USD,FY18,Bank Treasuries
CREDIT SUISSE,Europe,Banks / Bank Treasuries / Corporates,USD,FY18,Bank Treasuries
DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Asia,Asset Managers / Pension / Insurance,USD,FY18,
DAPO-BANK,Europe,Banks / Bank Treasuries / Corporates,USD,FY18,Bank Treasuries
DEGROOFLUX,Europe,Banks / Bank Treasuries / Corporates,USD,FY18,Bank Treasuries
DONNER & REUSCHEL AKTIENGESELLSCHAFT,Europe,Asset Managers / Pension / Insurance,USD,FY18,Bank
ECB,Europe,Central Banks / Official Institutions,USD,FY18,
ECB,Europe,Central Banks / Official Institutions,USD,FY18,
GENERALI AM,Europe,Asset Managers / Pension / Insurance,USD,FY18,
GOVERNMENT OF CANADA,Americas,Central Banks / Official Institutions,USD,FY18,
ICBC INDUSTRIAL AND COMMERCIAL BANK OF CHINA LIMITED,Asia,Banks / Bank Treasuries / Corporates,USD,FY18,Bank Treasuries
"ICC CAPITAL MANAGEMENT, INC.",Americas,Asset Managers / Pension / Insurance,USD,FY18,
INVEST BANCA SPA,Europe,Banks / Bank Treasuries / Corporates,USD,FY18,Bank Treasuries
KLS DIVERSIFIED MASTER FUND L.P.,Americas,Asset Managers / Pension / Insurance,USD,FY18,
"L.J. WELLS CAPITAL MANAGEMENT, LLC",Americas,Asset Managers / Pension / Insurance,USD,FY18,
LINDISFARNE PARTNERS LLP,Europe,Asset Managers / Pension / Insurance,USD,FY18,
MAGNA CAPITAL LIMITED,Europe,Asset Managers / Pension / Insurance,USD,FY18,
MARINER INVESTMENT GROUP,Americas,Asset Managers / Pension / Insurance,USD,FY18,
MILLENNIUM MANAGEMENT,Americas,Asset Managers / Pension / Insurance,USD,FY18,
MILLENNIUM MANAGEMENT,Americas,Asset Managers / Pension / Insurance,USD,FY18,
NIPPON LIFE INSURANCE COMPANY,Asia,Asset Managers / Pension / Insurance,USD,FY18,
NOMURA ACC X NO.3 -Merrion Irish PM,Europe,Asset Managers / Pension / Insurance,USD,FY18,
NOMURA AM CO LTD,Asia,Asset Managers / Pension / Insurance,USD,FY18,
NOMURA X -XXX,Asia,Central Banks / Official Institutions,USD,FY18,
P.R.P. PERFORMA LIMITED,Europe,Asset Managers / Pension / Insurance,USD,FY18,
PIMCO,Americas,Asset Managers / Pension / Insurance,USD,FY18,
QUIRIN BANK AG,Europe,Banks / Bank Treasuries / Corporates,USD,FY18,Bank Treasuries
RAIFFEISEN KAPITALANLAGEGESELLSCHAFT MBH,Europe,Asset Managers / Pension / Insurance,USD,FY18,
RAMEK ASSET MANAGEMENT LIMITED,Europe,Asset Managers / Pension / Insurance,USD,FY18,
SHINHAN INVESTMENT ASIA LTD,Asia,Asset Managers / Pension / Insurance,USD,FY18,
